date,store_id,product_id,quantity_on_hand
2025-06-09,ST02,P006,138
2025-06-09,ST02,P007,93
2025-06-09,ST02,P008,121
2025-06-09,ST02,P009,135
2025-06-09,ST02,P010,135
2025-06-09,ST02,P011,125
2025-06-09,ST02,P012,122
2025-06-09,ST02,P013,130
2025-06-09,ST02,P014,144
2025-06-09,ST02,P015,181
2025-06-09,ST02,P016,163
2025-06-09,ST02,P017,75
2025-06-09,ST02,P018,151
2025-06-09,ST02,P019,116
2025-06-09,ST02,P020,112
2025-06-09,ST02,P021,111
2025-06-09,ST02,P022,139
2025-06-09,ST02,P023,95
2025-06-09,ST02,P024,107
2025-06-09,ST02,P025,166
2025-06-09,ST02,P026,107
2025-06-09,ST02,P027,131
2025-06-09,ST02,P028,114
2025-06-09,ST02,P029,174
2025-06-09,ST02,P030,99
2025-06-09,ST03,P001,124
2025-06-09,ST03,P002,98
2025-06-09,ST03,P003,126
2025-06-09,ST03,P004,133
2025-06-09,ST03,P005,168
2025-06-09,ST03,P006,89
2025-06-09,ST03,P007,92
2025-06-09,ST03,P008,93
2025-06-09,ST03,P009,124
2025-06-09,ST03,P010,128
2025-06-09,ST03,P011,114
2025-06-09,ST03,P012,60
2025-06-09,ST03,P013,124
2025-06-09,ST03,P014,112
2025-06-09,ST03,P015,143
2025-06-09,ST03,P016,110
2025-06-09,ST03,P017,136
2025-06-09,ST03,P018,168
2025-06-09,ST03,P019,145
2025-06-09,ST03,P020,141
2025-06-09,ST03,P021,98
2025-06-09,ST03,P022,79
2025-06-09,ST03,P023,96
2025-06-09,ST03,P024,128
2025-06-09,ST03,P025,142
2025-06-09,ST03,P026,92
2025-06-09,ST03,P027,147
2025-06-09,ST03,P028,173
2025-06-09,ST03,P029,156
2025-06-09,ST03,P030,80
2025-06-09,ST04,P001,134
2025-06-09,ST04,P002,106
2025-06-09,ST04,P003,89
2025-06-09,ST04,P004,148
2025-06-09,ST04,P005,130
2025-06-09,ST04,P006,79
2025-06-09,ST04,P007,150
2025-06-09,ST04,P008,116
2025-06-09,ST04,P009,108
2025-06-09,ST04,P010,115
2025-06-09,ST04,P011,105
2025-06-09,ST04,P012,170
2025-06-09,ST04,P013,116
2025-06-09,ST04,P014,181
2025-06-09,ST04,P015,122
2025-06-09,ST04,P016,98
2025-06-09,ST04,P017,126
2025-06-09,ST04,P018,101
2025-06-09,ST04,P019,144
2025-06-09,ST04,P020,114
2025-06-09,ST04,P021,90
2025-06-09,ST04,P022,122
2025-06-09,ST04,P023,137
2025-06-09,ST04,P024,119
2025-06-09,ST04,P025,118
2025-06-09,ST04,P026,122
2025-06-09,ST04,P027,105
2025-06-09,ST04,P028,113
2025-06-09,ST04,P029,109
2025-06-09,ST04,P030,157
2025-06-09,ST05,P001,129
2025-06-09,ST05,P002,140
2025-06-09,ST05,P003,164
2025-06-09,ST05,P004,128
2025-06-09,ST05,P005,88
2025-06-09,ST05,P006,117
2025-06-09,ST05,P007,106
2025-06-09,ST05,P008,106
2025-06-09,ST05,P009,94
2025-06-09,ST05,P010,137
2025-06-09,ST05,P011,133
2025-06-09,ST05,P012,106
2025-06-09,ST05,P013,119
2025-06-09,ST05,P014,132
2025-06-09,ST05,P015,144
2025-06-09,ST05,P016,132
2025-06-09,ST05,P017,116
2025-06-09,ST05,P018,140
2025-06-09,ST05,P019,125
2025-06-09,ST05,P020,105
2025-06-09,ST05,P021,75
2025-06-09,ST05,P022,126
2025-06-09,ST05,P023,84
2025-06-09,ST05,P024,162
2025-06-09,ST05,P025,126
2025-06-09,ST05,P026,114
2025-06-09,ST05,P027,109
2025-06-09,ST05,P028,147
2025-06-09,ST05,P029,138
2025-06-09,ST05,P030,142
2025-06-10,ST01,P001,117
2025-06-10,ST01,P002,154
2025-06-10,ST01,P003,97
2025-06-10,ST01,P004,154
2025-06-10,ST01,P005,173
2025-06-10,ST01,P006,101
2025-06-10,ST01,P007,181
2025-06-10,ST01,P008,98
2025-06-10,ST01,P009,153
2025-06-10,ST01,P010,158
2025-06-10,ST01,P011,138
2025-06-10,ST01,P012,154
2025-06-10,ST01,P013,135
2025-06-10,ST01,P014,103
2025-06-10,ST01,P015,111
2025-06-10,ST01,P016,113
2025-06-10,ST01,P017,99
2025-06-10,ST01,P018,123
2025-06-10,ST01,P019,138
2025-06-10,ST01,P020,94
2025-06-10,ST01,P021,112
2025-06-10,ST01,P022,138
2025-06-10,ST01,P023,130
2025-06-10,ST01,P024,102
2025-06-10,ST01,P025,87
2025-06-10,ST01,P026,113
2025-06-10,ST01,P027,189
2025-06-10,ST01,P028,176
2025-06-10,ST01,P029,108
2025-06-10,ST01,P030,96
2025-06-10,ST02,P001,164
2025-06-10,ST02,P002,101
2025-06-10,ST02,P003,125
2025-06-10,ST02,P004,98
2025-06-10,ST02,P005,106
2025-06-10,ST02,P006,127
2025-06-10,ST02,P007,90
2025-06-10,ST02,P008,110
2025-06-10,ST02,P009,133
2025-06-10,ST02,P010,134
2025-06-10,ST02,P011,120
2025-06-10,ST02,P012,121
2025-06-10,ST02,P013,121
2025-06-10,ST02,P014,138
2025-06-10,ST02,P015,171
2025-06-10,ST02,P016,160
2025-06-10,ST02,P017,73
2025-06-10,ST02,P018,145
2025-06-10,ST02,P019,108
2025-06-10,ST02,P020,109
2025-06-10,ST02,P021,104
2025-06-10,ST02,P022,137
2025-06-10,ST02,P023,86
2025-06-10,ST02,P024,98
2025-06-10,ST02,P025,164
2025-06-10,ST02,P026,100
2025-06-10,ST02,P027,127
2025-06-10,ST02,P028,111
2025-06-10,ST02,P029,167
2025-06-10,ST02,P030,94
2025-06-10,ST03,P001,121
2025-06-10,ST03,P002,95
2025-06-10,ST03,P003,119
2025-06-10,ST03,P004,128
2025-06-10,ST03,P005,162
2025-06-10,ST03,P006,79
2025-06-10,ST03,P007,87
2025-06-10,ST03,P008,91
2025-06-10,ST03,P009,120
2025-06-10,ST03,P010,125
2025-06-10,ST03,P011,110
2025-06-10,ST03,P012,59
2025-06-10,ST03,P013,119
2025-06-10,ST03,P014,109
2025-06-10,ST03,P015,141
2025-06-10,ST03,P016,108
2025-06-10,ST03,P017,127
2025-06-10,ST03,P018,166
2025-06-10,ST03,P019,140
2025-06-10,ST03,P020,132
2025-06-10,ST03,P021,97
2025-06-10,ST03,P022,75
2025-06-10,ST03,P023,92
2025-06-10,ST03,P024,124
2025-06-10,ST03,P025,139
2025-06-10,ST03,P026,81
2025-06-10,ST03,P027,140
2025-06-10,ST03,P028,168
2025-06-10,ST03,P029,150
2025-06-10,ST03,P030,76
2025-06-10,ST04,P001,130
2025-06-10,ST04,P002,105
2025-06-10,ST04,P003,83
2025-06-10,ST04,P004,144
2025-06-10,ST04,P005,126
2025-06-10,ST04,P006,69
2025-06-10,ST04,P007,143
2025-06-10,ST04,P008,113
2025-06-10,ST04,P009,106
2025-06-10,ST04,P010,110
2025-06-10,ST04,P011,103
2025-06-10,ST04,P012,166
2025-06-10,ST04,P013,111
2025-06-10,ST04,P014,178
2025-06-10,ST04,P015,118
2025-06-10,ST04,P016,93
2025-06-10,ST04,P017,124
2025-06-10,ST04,P018,99
2025-06-10,ST04,P019,139
2025-06-10,ST04,P020,108
2025-06-10,ST04,P021,81
2025-06-10,ST04,P022,117
2025-06-10,ST04,P023,135
2025-06-10,ST04,P024,112
2025-06-10,ST04,P025,111
2025-06-10,ST04,P026,112
2025-06-10,ST04,P027,100
2025-06-10,ST04,P028,106
2025-06-10,ST04,P029,106
2025-06-10,ST04,P030,153
2025-06-10,ST05,P001,124
2025-06-10,ST05,P002,134
2025-06-10,ST05,P003,162
2025-06-10,ST05,P004,124
2025-06-10,ST05,P005,78
2025-06-10,ST05,P006,114
2025-06-10,ST05,P007,100
2025-06-10,ST05,P008,101
2025-06-10,ST05,P009,89
2025-06-10,ST05,P010,128
2025-06-10,ST05,P011,122
2025-06-10,ST05,P012,104
2025-06-10,ST05,P013,113
2025-06-10,ST05,P014,130
2025-06-10,ST05,P015,141
2025-06-10,ST05,P016,122
2025-06-10,ST05,P017,112
2025-06-10,ST05,P018,136
2025-06-10,ST05,P019,119
2025-06-10,ST05,P020,103
2025-06-10,ST05,P021,68
2025-06-10,ST05,P022,122
2025-06-10,ST05,P023,78
2025-06-10,ST05,P024,159
2025-06-10,ST05,P025,117
2025-06-10,ST05,P026,111
2025-06-10,ST05,P027,109
2025-06-10,ST05,P028,144
2025-06-10,ST05,P029,133
2025-06-10,ST05,P030,136
2025-06-11,ST01,P001,114
2025-06-11,ST01,P002,147
2025-06-11,ST01,P003,94
2025-06-11,ST01,P004,152
2025-06-11,ST01,P005,171
2025-06-11,ST01,P006,99
2025-06-11,ST01,P007,177
2025-06-11,ST01,P008,92
2025-06-11,ST01,P009,147
2025-06-11,ST01,P010,156
2025-06-11,ST01,P011,133
2025-06-11,ST01,P012,149
2025-06-11,ST01,P013,131
2025-06-11,ST01,P014,91
2025-06-11,ST01,P015,106
2025-06-11,ST01,P016,112
2025-06-11,ST01,P017,93
2025-06-11,ST01,P018,119
2025-06-11,ST01,P019,131
2025-06-11,ST01,P020,92
2025-06-11,ST01,P021,103
2025-06-11,ST01,P022,136
2025-06-11,ST01,P023,126
2025-06-11,ST01,P024,96
2025-06-11,ST01,P025,82
2025-06-11,ST01,P026,107
2025-06-11,ST01,P027,185
2025-06-11,ST01,P028,170
2025-06-11,ST01,P029,105
2025-06-11,ST01,P030,89
2025-06-11,ST02,P001,154
2025-06-11,ST02,P002,96
2025-06-11,ST02,P003,116
2025-06-11,ST02,P004,92
2025-06-11,ST02,P005,102
2025-06-11,ST02,P006,121
2025-06-11,ST02,P007,85
2025-06-11,ST02,P008,99
2025-06-11,ST02,P009,130
2025-06-11,ST02,P010,132
2025-06-11,ST02,P011,116
2025-06-11,ST02,P012,120
2025-06-11,ST02,P013,108
2025-06-11,ST02,P014,126
2025-06-11,ST02,P015,159
2025-06-11,ST02,P016,154
2025-06-11,ST02,P017,70
2025-06-11,ST02,P018,140
2025-06-11,ST02,P019,93
2025-06-11,ST02,P020,107
2025-06-11,ST02,P021,98
2025-06-11,ST02,P022,136
2025-06-11,ST02,P023,79
2025-06-11,ST02,P024,91
2025-06-11,ST02,P025,162
2025-06-11,ST02,P026,95
2025-06-11,ST02,P027,123
2025-06-11,ST02,P028,109
2025-06-11,ST02,P029,163
2025-06-11,ST02,P030,91
2025-06-11,ST03,P001,117
2025-06-11,ST03,P002,90
2025-06-11,ST03,P003,112
2025-06-11,ST03,P004,125
2025-06-11,ST03,P005,157
2025-06-11,ST03,P006,72
2025-06-11,ST03,P007,79
2025-06-11,ST03,P008,87
2025-06-11,ST03,P009,112
2025-06-11,ST03,P010,122
2025-06-11,ST03,P011,106
2025-06-11,ST03,P012,56
2025-06-11,ST03,P013,114
2025-06-11,ST03,P014,105
2025-06-11,ST03,P015,137
2025-06-11,ST03,P016,106
2025-06-11,ST03,P017,122
2025-06-11,ST03,P018,163
2025-06-11,ST03,P019,131
2025-06-11,ST03,P020,125
2025-06-11,ST03,P021,96
2025-06-11,ST03,P022,71
2025-06-11,ST03,P023,86
2025-06-11,ST03,P024,123
2025-06-11,ST03,P025,138
2025-06-11,ST03,P026,70
2025-06-11,ST03,P027,133
2025-06-11,ST03,P028,162
2025-06-11,ST03,P029,141
2025-06-11,ST03,P030,67
2025-06-11,ST04,P001,129
2025-06-11,ST04,P002,102
2025-06-11,ST04,P003,77
2025-06-11,ST04,P004,139
2025-06-11,ST04,P005,124
2025-06-11,ST04,P006,60
2025-06-11,ST04,P007,136
2025-06-11,ST04,P008,105
2025-06-11,ST04,P009,104
2025-06-11,ST04,P010,107
2025-06-11,ST04,P011,98
2025-06-11,ST04,P012,158
2025-06-11,ST04,P013,108
2025-06-11,ST04,P014,175
2025-06-11,ST04,P015,111
2025-06-11,ST04,P016,86
2025-06-11,ST04,P017,122
2025-06-11,ST04,P018,95
2025-06-11,ST04,P019,133
2025-06-11,ST04,P020,105
2025-06-11,ST04,P021,69
2025-06-11,ST04,P022,111
2025-06-11,ST04,P023,133
2025-06-11,ST04,P024,102
2025-06-11,ST04,P025,104
2025-06-11,ST04,P026,104
2025-06-11,ST04,P027,91
2025-06-11,ST04,P028,100
2025-06-11,ST04,P029,103
2025-06-11,ST04,P030,145
2025-06-11,ST05,P001,121
2025-06-11,ST05,P002,129
2025-06-11,ST05,P003,160
2025-06-11,ST05,P004,120
2025-06-11,ST05,P005,68
2025-06-11,ST05,P006,111
2025-06-11,ST05,P007,91
2025-06-11,ST05,P008,95
2025-06-11,ST05,P009,83
2025-06-11,ST05,P010,116
2025-06-11,ST05,P011,113
2025-06-11,ST05,P012,98
2025-06-11,ST05,P013,106
2025-06-11,ST05,P014,128
2025-06-11,ST05,P015,138
2025-06-11,ST05,P016,112
2025-06-11,ST05,P017,103
2025-06-11,ST05,P018,130
2025-06-11,ST05,P019,115
2025-06-11,ST05,P020,101
2025-06-11,ST05,P021,65
2025-06-11,ST05,P022,116
2025-06-11,ST05,P023,71
2025-06-11,ST05,P024,156
2025-06-11,ST05,P025,115
2025-06-11,ST05,P026,109
2025-06-11,ST05,P027,105
2025-06-11,ST05,P028,137
2025-06-11,ST05,P029,125
2025-06-11,ST05,P030,134
2025-06-12,ST01,P001,113
2025-06-12,ST01,P002,136
2025-06-12,ST01,P003,87
2025-06-12,ST01,P004,150
2025-06-12,ST01,P005,170
2025-06-12,ST01,P006,96
2025-06-12,ST01,P007,175
2025-06-12,ST01,P008,84
2025-06-12,ST01,P009,142
2025-06-12,ST01,P010,154
2025-06-12,ST01,P011,129
2025-06-12,ST01,P012,141
2025-06-12,ST01,P013,126
2025-06-12,ST01,P014,79
2025-06-12,ST01,P015,100
2025-06-12,ST01,P016,111
2025-06-12,ST01,P017,84
2025-06-12,ST01,P018,112
2025-06-12,ST01,P019,128
2025-06-12,ST01,P020,88
2025-06-12,ST01,P021,94
2025-06-12,ST01,P022,133
2025-06-12,ST01,P023,120
2025-06-12,ST01,P024,93
2025-06-12,ST01,P025,73
2025-06-12,ST01,P026,103
2025-06-12,ST01,P027,181
2025-06-12,ST01,P028,163
2025-06-12,ST01,P029,102
2025-06-12,ST01,P030,78
2025-06-12,ST02,P001,148
2025-06-12,ST02,P002,92
2025-06-12,ST02,P003,108
2025-06-12,ST02,P004,85
2025-06-12,ST02,P005,100
2025-06-12,ST02,P006,115
2025-06-12,ST02,P007,77
2025-06-12,ST02,P008,88
2025-06-12,ST02,P009,122
2025-06-12,ST02,P010,130
2025-06-12,ST02,P011,112
2025-06-12,ST02,P012,118
2025-06-12,ST02,P013,100
2025-06-12,ST02,P014,122
2025-06-12,ST02,P015,154
2025-06-12,ST02,P016,151
2025-06-12,ST02,P017,69
2025-06-12,ST02,P018,133
2025-06-12,ST02,P019,83
2025-06-12,ST02,P020,104
2025-06-12,ST02,P021,94
2025-06-12,ST02,P022,135
2025-06-12,ST02,P023,69
2025-06-12,ST02,P024,86
2025-06-12,ST02,P025,159
2025-06-12,ST02,P026,90
2025-06-12,ST02,P027,119
2025-06-12,ST02,P028,104
2025-06-12,ST02,P029,154
2025-06-12,ST02,P030,84
2025-06-12,ST03,P001,114
2025-06-12,ST03,P002,84
2025-06-12,ST03,P003,104
2025-06-12,ST03,P004,123
2025-06-12,ST03,P005,153
2025-06-12,ST03,P006,67
2025-06-12,ST03,P007,71
2025-06-12,ST03,P008,85
2025-06-12,ST03,P009,104
2025-06-12,ST03,P010,120
2025-06-12,ST03,P011,104
2025-06-12,ST03,P012,53
2025-06-12,ST03,P013,104
2025-06-12,ST03,P014,101
2025-06-12,ST03,P015,133
2025-06-12,ST03,P016,104
2025-06-12,ST03,P017,115
2025-06-12,ST03,P018,158
2025-06-12,ST03,P019,124
2025-06-12,ST03,P020,115
2025-06-12,ST03,P021,93
2025-06-12,ST03,P022,68
2025-06-12,ST03,P023,81
2025-06-12,ST03,P024,120
2025-06-12,ST03,P025,135
2025-06-12,ST03,P026,59
2025-06-12,ST03,P027,124
2025-06-12,ST03,P028,156
2025-06-12,ST03,P029,133
2025-06-12,ST03,P030,57
2025-06-12,ST04,P001,127
2025-06-12,ST04,P002,99
2025-06-12,ST04,P003,73
2025-06-12,ST04,P004,137
2025-06-12,ST04,P005,120
2025-06-12,ST04,P006,53
2025-06-12,ST04,P007,128
2025-06-12,ST04,P008,96
2025-06-12,ST04,P009,103
2025-06-12,ST04,P010,104
2025-06-12,ST04,P011,94
2025-06-12,ST04,P012,147
2025-06-12,ST04,P013,106
2025-06-12,ST04,P014,172
2025-06-12,ST04,P015,106
2025-06-12,ST04,P016,79
2025-06-12,ST04,P017,118
2025-06-12,ST04,P018,91
2025-06-12,ST04,P019,125
2025-06-12,ST04,P020,98
2025-06-12,ST04,P021,65
2025-06-12,ST04,P022,105
2025-06-12,ST04,P023,131
2025-06-12,ST04,P024,92
2025-06-12,ST04,P025,96
2025-06-12,ST04,P026,95
2025-06-12,ST04,P027,83
2025-06-12,ST04,P028,91
2025-06-12,ST04,P029,100
2025-06-12,ST04,P030,139
2025-06-12,ST05,P001,118
2025-06-12,ST05,P002,124
2025-06-12,ST05,P003,158
2025-06-12,ST05,P004,116
2025-06-12,ST05,P005,62
2025-06-12,ST05,P006,106
2025-06-12,ST05,P007,88
2025-06-12,ST05,P008,90
2025-06-12,ST05,P009,78
2025-06-12,ST05,P010,108
2025-06-12,ST05,P011,104
2025-06-12,ST05,P012,93
2025-06-12,ST05,P013,94
2025-06-12,ST05,P014,125
2025-06-12,ST05,P015,133
2025-06-12,ST05,P016,106
2025-06-12,ST05,P017,100
2025-06-12,ST05,P018,126
2025-06-12,ST05,P019,109
2025-06-12,ST05,P020,99
2025-06-12,ST05,P021,58
2025-06-12,ST05,P022,111
2025-06-12,ST05,P023,62
2025-06-12,ST05,P024,154
2025-06-12,ST05,P025,103
2025-06-12,ST05,P026,108
2025-06-12,ST05,P027,101
2025-06-12,ST05,P028,129
2025-06-12,ST05,P029,118
2025-06-12,ST05,P030,129
2025-06-13,ST01,P001,111
2025-06-13,ST01,P002,127
2025-06-13,ST01,P003,82
2025-06-13,ST01,P004,147
2025-06-13,ST01,P005,168
2025-06-13,ST01,P006,93
2025-06-13,ST01,P007,170
2025-06-13,ST01,P008,77
2025-06-13,ST01,P009,140
2025-06-13,ST01,P010,152
2025-06-13,ST01,P011,126
2025-06-13,ST01,P012,129
2025-06-13,ST01,P013,119
2025-06-13,ST01,P014,75
2025-06-13,ST01,P015,92
2025-06-13,ST01,P016,109
2025-06-13,ST01,P017,76
2025-06-13,ST01,P018,103
2025-06-13,ST01,P019,122
2025-06-13,ST01,P020,86
2025-06-13,ST01,P021,86
2025-06-13,ST01,P022,130
2025-06-13,ST01,P023,118
2025-06-13,ST01,P024,88
2025-06-13,ST01,P025,64
2025-06-13,ST01,P026,98
2025-06-13,ST01,P027,176
2025-06-13,ST01,P028,159
2025-06-13,ST01,P029,100
2025-06-13,ST01,P030,72
2025-06-13,ST02,P001,138
2025-06-13,ST02,P002,89
2025-06-13,ST02,P003,101
2025-06-13,ST02,P004,78
2025-06-13,ST02,P005,98
2025-06-13,ST02,P006,106
2025-06-13,ST02,P007,72
2025-06-13,ST02,P008,80
2025-06-13,ST02,P009,118
2025-06-13,ST02,P010,129
2025-06-13,ST02,P011,108
2025-06-13,ST02,P012,116
2025-06-13,ST02,P013,91
2025-06-13,ST02,P014,115
2025-06-13,ST02,P015,143
2025-06-13,ST02,P016,149
2025-06-13,ST02,P017,68
2025-06-13,ST02,P018,127
2025-06-13,ST02,P019,78
2025-06-13,ST02,P020,102
2025-06-13,ST02,P021,88
2025-06-13,ST02,P022,134
2025-06-13,ST02,P023,66
2025-06-13,ST02,P024,78
2025-06-13,ST02,P025,157
2025-06-13,ST02,P026,86
2025-06-13,ST02,P027,114
2025-06-13,ST02,P028,100
2025-06-13,ST02,P029,145
2025-06-13,ST02,P030,79
2025-06-13,ST03,P001,110
2025-06-13,ST03,P002,79
2025-06-13,ST03,P003,98
2025-06-13,ST03,P004,121
2025-06-13,ST03,P005,149
2025-06-13,ST03,P006,56
2025-06-13,ST03,P007,67
2025-06-13,ST03,P008,80
2025-06-13,ST03,P009,100
2025-06-13,ST03,P010,118
2025-06-13,ST03,P011,101
2025-06-13,ST03,P012,48
2025-06-13,ST03,P013,99
2025-06-13,ST03,P014,97
2025-06-13,ST03,P015,131
2025-06-13,ST03,P016,103
2025-06-13,ST03,P017,109
2025-06-13,ST03,P018,155
2025-06-13,ST03,P019,113
2025-06-13,ST03,P020,105
2025-06-13,ST03,P021,91
2025-06-13,ST03,P022,63
2025-06-13,ST03,P023,77
2025-06-13,ST03,P024,119
2025-06-13,ST03,P025,132
2025-06-13,ST03,P026,52
2025-06-13,ST03,P027,119
2025-06-13,ST03,P028,151
2025-06-13,ST03,P029,129
2025-06-13,ST03,P030,45
2025-06-13,ST04,P001,124
2025-06-13,ST04,P002,97
2025-06-13,ST04,P003,71
2025-06-13,ST04,P004,134
2025-06-13,ST04,P005,116
2025-06-13,ST04,P006,44
2025-06-13,ST04,P007,121
2025-06-13,ST04,P008,92
2025-06-13,ST04,P009,101
2025-06-13,ST04,P010,102
2025-06-13,ST04,P011,90
2025-06-13,ST04,P012,143
2025-06-13,ST04,P013,104
2025-06-13,ST04,P014,169
2025-06-13,ST04,P015,102
2025-06-13,ST04,P016,74
2025-06-13,ST04,P017,115
2025-06-13,ST04,P018,87
2025-06-13,ST04,P019,115
2025-06-13,ST04,P020,90
2025-06-13,ST04,P021,59
2025-06-13,ST04,P022,99
2025-06-13,ST04,P023,129
2025-06-13,ST04,P024,82
2025-06-13,ST04,P025,88
2025-06-13,ST04,P026,87
2025-06-13,ST04,P027,74
2025-06-13,ST04,P028,88
2025-06-13,ST04,P029,97
2025-06-13,ST04,P030,134
2025-06-13,ST05,P001,116
2025-06-13,ST05,P002,118
